First Name,Last Name,Gender,Date of Birth,Age,Country,Jurisdiction,Political_Group,_26_March_2019_Final_Vote,26 March 2019 Procedural Vote,Pledge 2019,Sept 18 Vote DELETE,Sept 18 Vote IMCO,Sept 18 Vote VOSS,Sept 18 Vote REPORT,June 18 Vote Negotiations,National_Political_Group,National Political Group (Short),Email,Twitter,Wikidata code,EP Webpage,,,,,,,
Edouard,Martin,female,15/06/1963,55,France,Est,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti socialiste,PS,edouard.martin@europarl.europa.eu,edouardmartineu,Q15054090,http://www.europarl.europa.eu/meps/en/124947/_home.html,,,,,,,
Emmanuel,Maurel,male,10/05/1973,45,France,Ouest,GUE-NGL,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti socialiste,PS,emmanuel.maurel@europarl.europa.eu,emmanuelmaurel,Q3052795,http://www.europarl.europa.eu/meps/en/24505/_home.html,,,,,,,
Joëlle,Mélin,male,26/03/1950,69,France,Sud-Ouest,ENF,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement national,RN,joelle.melin@europarl.europa.eu,joellemelinrn,Q17155333,http://www.europarl.europa.eu/meps/en/124765/_home.html,,,,,,,
Bernard,Monot,male,03/07/1962,56,France,Massif Central-Centre,EFDD,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement national,RN,bernard.monot@europarl.europa.eu,bernard_monot,Q16980202,http://www.europarl.europa.eu/meps/en/124761/_home.html,,,,,,,
Sophie,Montel,female,22/11/1969,49,France,Est,Non-attached,FOR,AGAINST,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Rassemblement national,RN,sophie.montel@europarl.europa.eu,sophie_montel,Q7563041,http://www.europarl.europa.eu/meps/en/124769/_home.html,,,,,,,
Nadine,Morano,female,06/11/1963,55,France,Est,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,nadine.morano@europarl.europa.eu,nadine__morano,Q3334944,http://www.europarl.europa.eu/meps/en/72779/_home.html,,,,,,,
Elisabeth,Morin-Chartier,male,10/10/1947,71,France,Ouest,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,elisabeth.morinchartier@europarl.europa.eu,emorinchartier,Q439986,http://www.europarl.europa.eu/meps/en/38596/_home.html,,,,,,,
Renaud,Muselier,male,06/05/1959,59,France,Sud-Est,EPP,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Les Républicains,LR,renaud.muselier@europarl.europa.eu,renaudmuselier,Q3424934,http://www.europarl.europa.eu/meps/en/124729/_home.html,,,,,,,
Younous,Omarjee,female,30/09/1969,49,France,Outre-Mer,GUE-NGL,AGAINST,FOR,-,FOR,FOR,AGAINST,ABSTAINED,FOR,L'union pour les Outremer,UOM,younous.omarjee@europarl.europa.eu,younousomarjee,Q2542770,http://www.europarl.europa.eu/meps/en/30482/_home.html,,,,,,,
Gilles,Pargneaux,male,24/03/1957,62,France,Nord-Ouest,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti socialiste,PS,gilles.pargneaux@europarl.europa.eu,gillespargneaux,Q546370,http://www.europarl.europa.eu/meps/en/96948/_home.html,,,,,,,
Vincent,Peillon,male,07/07/1960,58,France,Sud-Est,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti socialiste,PS,vincent.peillon@europarl.europa.eu,vincent_peillon,Q960643,http://www.europarl.europa.eu/meps/en/28166/_home.html,,,,,,,
Florian,Philippot,male,24/10/1981,37,France,Est,EFDD,NOT PRESENT,NOT PRESENT,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Rassemblement national,RN,florian.philippot@europarl.europa.eu,f_philippot,Q3074223,http://www.europarl.europa.eu/meps/en/110977/_home.html,,,,,,,
Maurice,Ponga,male,05/06/1947,71,France,Outre-Mer,EPP,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Les Républicains,LR,maurice.ponga@europarl.europa.eu,mauriceponga,Q544880,http://www.europarl.europa.eu/meps/en/96931/_home.html,,,,,,,
Franck,Proust,male,02/05/1963,55,France,Sud-Ouest,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,franck.proust@europarl.europa.eu,franckproust,Q1442460,http://www.europarl.europa.eu/meps/en/108080/_home.html,,,,,,,
Christine,Revault D'Allonnes Bonnefoy,female,10/11/1971,47,France,Ile-de-France,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti socialiste,PS,christine.revaultdallonnesBONNEFOY@europarl.europa.eu,cdallonnes,Q16354684,http://www.europarl.europa.eu/meps/en/124287/_home.html,,,,,,,
Dominique,Riquet,male,18/09/1946,72,France,Nord-Ouest,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,ABSTAINED,FOR,FOR,Parti Radical - UDI,UDI,dominique.riquet@europarl.europa.eu,dominiqueriquet,Q1238315,http://www.europarl.europa.eu/meps/en/96885/_home.html,,,,,,,
Michèle,Rivasi,male,09/02/1953,66,France,Sud-Est,Greens-EFA,ABSTAINED,FOR - CORRECTED,-,FOR,FOR,AGAINST,ABSTAINED,FOR,Europe écologie,EELV,michele.rivasi@europarl.europa.eu,michelerivasi,Q442810,http://www.europarl.europa.eu/meps/en/96743/_home.html,,,,,,,
Robert,Rochefort,male,19/09/1955,63,France,Sud-Ouest,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Mouvement Démocrate,MoDem,robert.rochefort@europarl.europa.eu,robertrochefort,Q546285,http://www.europarl.europa.eu/meps/en/97022/_home.html,,,,,,,
Virginie,Rozière,male,18/06/1976,42,France,Sud-Ouest,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti radical de gauche,PRG,virginie.roziere@europarl.europa.eu,vroziere,Q15696910,http://www.europarl.europa.eu/meps/en/103845/_home.html,,,,,,,
Tokia,Saïfi,male,11/07/1959,59,France,Nord-Ouest,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,tokia.saifi@europarl.europa.eu,tokiasaifi,Q461385,http://www.europarl.europa.eu/meps/en/4345/_home.html,,,,,,,
Anne,Sander,female,01/10/1973,45,France,Est,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,anne.sander@europarl.europa.eu,asandermep,Q17171393,http://www.europarl.europa.eu/meps/en/24594/_home.html,,,,,,,
Jean-Luc,Schaffhauser,male,17/12/1955,63,France,Ile-de-France,ENF,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement bleu Marine,RBM,jean-luc.schaffhauser@europarl.europa.eu,,Q16963365,http://www.europarl.europa.eu/meps/en/124755/_home.html,,,,,,,
Isabelle,Thomas,female,26/11/1961,57,France,Ouest,S&D,FOR,FOR,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti socialiste,PS,isabelle.thomas@europarl.europa.eu,isabel_thomaseu,Q3155046,http://www.europarl.europa.eu/meps/en/114279/_home.html,,,,,,,
Mylène,Troszczynski,female,16/05/1972,46,France,Nord-Ouest,ENF,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement national,RN,mylene.troszczynski@europarl.europa.eu,troszczynski_fn,Q16963316,http://www.europarl.europa.eu/meps/en/124758/_home.html,,,,,,,
Marie-Christine,Vergiat,female,23/09/1956,62,France,Sud-Est,GUE-NGL,AGAINST,FOR,-,FOR,FOR,AGAINST,ABSTAINED,AGAINST,Front de Gauche,FDG,marie-christine.vergiat@europarl.europa.eu,mcvergiat,Q439694,http://www.europarl.europa.eu/meps/en/96858/_home.html,,,,,,,
Marie-Pierre,Vieu,male,01/02/1967,52,France,Sud-Ouest,GUE-NGL,FOR,AGAINST,-,AGAINST,ABSTAINED,ABSTAINED,FOR,FOR,Front de Gauche,FDG,marie-pierre.vieu@europarl.europa.eu,mariepierrevieu,Q30341962,http://www.europarl.europa.eu/meps/en/188721/_home.html,,,,,,,
Reimer,Böge,male,18/12/1951,67,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Christlich Demokratische Union Deutschlands,CDU,reimer.boege@europarl.europa.eu,,Q68044,http://www.europarl.europa.eu/meps/en/1037/_home.html,,,,,,,
Elmar,Brok,male,14/05/1946,72,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Christlich Demokratische Union Deutschlands,CDU,elmar.brok@europarl.europa.eu,elmarbrok_mep,Q71674,http://www.europarl.europa.eu/meps/en/1263/_home.html,,,,,,,
Klaus,Buchner,male,06/02/1941,78,Germany,-,Greens-EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Ökologisch-Demokratische Partei,ÖDP,klaus.buchner@europarl.europa.eu,dr_klausbuchner,Q105761,http://www.europarl.europa.eu/meps/en/124818/_home.html,,,,,,,
Udo,Bullmann,male,08/06/1956,62,Germany,-,S&D,AGAINST,FOR,-,AGAINST,NOT PRESENT,NOT PRESENT,FOR,NOT PRESENT,Sozialdemokratische Partei Deutschlands,SPD,udo.bullmann@europarl.europa.eu,udobullmann,Q449080,http://www.europarl.europa.eu/meps/en/4267/_home.html,,,,,,,
Reinhard,Bütikofer,male,26/01/1953,66,Germany,-,Greens-EFA,AGAINST,FOR,YES,AGAINST,AGAINST,FOR,FOR,AGAINST,Bündnis 90/Die Grünen,B'90/Grüne,reinhard.buetikofer@europarl.europa.eu,bueti,Q31236,http://www.europarl.europa.eu/meps/en/96739/_home.html,,,,,,,
Daniel,Caspary,male,04/04/1976,42,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,daniel.caspary@europarl.europa.eu,caspary,Q77761,http://www.europarl.europa.eu/meps/en/28219/_home.html,,,,,,,
Birgit,Collin-Langen,female,04/09/1956,62,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,birgit.collin-langen@europarl.europa.eu,,Q511181,http://www.europarl.europa.eu/meps/en/112788/_home.html,,,,,,,
Michael,Cramer,male,16/06/1949,69,Germany,-,Greens-EFA,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Bündnis 90/Die Grünen,B'90/Grüne,michael.cramer@europarl.europa.eu,mepmcramer,Q69674,http://www.europarl.europa.eu/meps/en/28238/_home.html,,,,,,,
Albert,Dess,female,17/04/1947,71,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich-Soziale Union in Bayern e.V.,CSU,albert.dess@europarl.europa.eu,albert_dess,Q85528,http://www.europarl.europa.eu/meps/en/28228/_home.html,,,,,,,
Michael,Detjen,male,28/04/1958,60,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,michael.detjen@ep.europa.eu,michaeldetjen,Q47271098,http://www.europarl.europa.eu/meps/en/190799/_home.html,,,,,,,
Stefan,Eck,female,08/01/1956,63,Germany,-,GUE-NGL,AGAINST,FOR,YES,FOR,AGAINST,AGAINST,AGAINST,AGAINST,Independent,Independent,stefan.eck@europarl.europa.eu,stefan_eck_mep,Q2336011,http://www.europarl.europa.eu/meps/en/124863/_home.html,,,,,,,
Christian,Ehler,female,17/08/1963,55,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,christian.ehler@europarl.europa.eu,,Q74162,http://www.europarl.europa.eu/meps/en/28226/_home.html,,,,,,,
Cornelia,Ernst,female,30/11/1956,62,Germany,-,GUE-NGL,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,DIE LINKE.,DIE LINKE.,cornelia.ernst@europarl.europa.eu,ernstcornelia,Q91526,http://www.europarl.europa.eu/meps/en/96852/_home.html,,,,,,,
Ismail,Ertug,male,05/12/1975,43,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,ismail.ertug@europarl.europa.eu,ismailertug,Q75194,http://www.europarl.europa.eu/meps/en/96842/_home.html,,,,,,,
Markus,Ferber,female,15/01/1965,54,Germany,-,EPP,FOR,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich-Soziale Union in Bayern e.V.,CSU,markus.ferber@europarl.europa.eu,markusferber,Q85676,http://www.europarl.europa.eu/meps/en/1917/_home.html,,,,,,,
Knut,Fleckenstein,female,20/12/1953,65,Germany,-,S&D,ABSTAINED,FOR,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,knut.fleckenstein@europarl.europa.eu,knufleckenstein,Q104870,http://www.europarl.europa.eu/meps/en/96840/_home.html,,,,,,,
Karl-Heinz,Florenz,female,22/10/1947,71,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Christlich Demokratische Union Deutschlands,CDU,karl-heinz.florenz@europarl.europa.eu,,Q78215,http://www.europarl.europa.eu/meps/en/1038/_home.html,,,,,,,
Romeo,Franz,female,28/10/1966,52,Germany,-,Greens-EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Bündnis 90/Die Grünen,B'90/Grüne,romeo.franz@europarl.europa.eu,romeofranz1,Q2165078,http://www.europarl.europa.eu/meps/en/193273/_home.html,,,,,,,
Michael,Gahler,male,22/04/1960,58,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,michael.gahler@europarl.europa.eu,,Q85537,http://www.europarl.europa.eu/meps/en/2341/_home.html,,,,,,,
Evelyne,Gebhardt,male,19/01/1954,65,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,evelyne.gebhardt@europarl.europa.eu,egebhardtmdep,Q74191,http://www.europarl.europa.eu/meps/en/1913/_home.html,,,,,,,
Stefan,Gehrold,male,14/11/1965,53,Germany,-,EPP,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Christlich Demokratische Union Deutschlands,CDU,stefan.gehrold@europarl.europa.eu,stefangehrold,Q56751537,http://www.europarl.europa.eu/meps/en/194391/_home.html,,,,,,,
Jens,Geier,male,22/06/1961,57,Germany,-,S&D,AGAINST,FOR,-,AGAINST,NOT PRESENT,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,jens.geier@europarl.europa.eu,europajens,Q95758,http://www.europarl.europa.eu/meps/en/96833/_home.html,,,,,,,
Arne,Gericke,male,19/11/1964,54,Germany,-,ECR,NOT PRESENT,NOT PRESENT,YES,AGAINST,AGAINST,AGAINST,FOR,AGAINST,Freie Wähler,FW,arne.gericke@europarl.europa.eu,arne_gericke,Q692424,http://www.europarl.europa.eu/meps/en/124815/_home.html,,,,,,,
Sven,Giegold,male,17/11/1969,49,Germany,-,Greens-EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Bündnis 90/Die Grünen,B'90/Grüne,sven.giegold@europarl.europa.eu,sven_giegold,Q84687,http://www.europarl.europa.eu/meps/en/96730/_home.html,,,,,,,
Jens,Gieseke,female,18/05/1971,47,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,jens.gieseke@europarl.europa.eu,,Q17310794,http://www.europarl.europa.eu/meps/en/124807/_home.html,,,,,,,
Ingeborg,Grässle,male,02/03/1961,58,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,ingeborg.graessle@europarl.europa.eu,inge_graessle,Q85551,http://www.europarl.europa.eu/meps/en/28220/_home.html,,,,,,,
Thomas,Händel,male,27/08/1953,65,Germany,-,GUE-NGL,AGAINST,FOR,YES,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,DIE LINKE.,DIE LINKE.,thomas.haendel@europarl.europa.eu,thaendel,Q96605,http://www.europarl.europa.eu/meps/en/96851/_home.html,,,,,,,
Rebecca,Harms,male,07/12/1956,62,Germany,-,Greens-EFA,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Bündnis 90/Die Grünen,B'90/Grüne,rebecca.harms@europarl.europa.eu,rebharms,Q62366,http://www.europarl.europa.eu/meps/en/28233/_home.html,,,,,,,
Martin,Häusling,male,26/03/1961,58,Germany,-,Greens-EFA,AGAINST,FOR,YES,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Bündnis 90/Die Grünen,B'90/Grüne,martin.haeusling@europarl.europa.eu,martinhaeusling,Q95895,http://www.europarl.europa.eu/meps/en/96752/_home.html,,,,,,,
Hans-Olaf,Henkel,male,14/03/1940,79,Germany,-,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Liberal-Conservative Refomists,LKR,hans-olaf.henkel@europarl.europa.eu,hansolafhenkel,Q105564,http://www.europarl.europa.eu/meps/en/124823/_home.html,,,,,,,
Maria,Heubuch,female,12/12/1958,60,Germany,-,Greens-EFA,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Bündnis 90/Die Grünen,B'90/Grüne,maria.heubuch@europarl.europa.eu,mariaheubuch,Q17117404,http://www.europarl.europa.eu/meps/en/124848/_home.html,,,,,,,
Nadja,Hirsch,male,13/07/1978,40,Germany,-,ALDE,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Freie Demokratische Partei,FDP,nadja.hirsch@ep.europa.eu,nadjahirsch,Q120859,http://www.europarl.europa.eu/meps/en/96872/_home.html,,,,,,,
Iris,Hoffmann,male,29/06/1963,55,Germany,-,S&D,NOT PRESENT,NOT PRESENT,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,iris.hoffmann@europarl.europa.eu,,Q1475495,http://www.europarl.europa.eu/meps/en/124841/_home.html,,,,,,,
Monika,Hohlmeier,male,02/07/1962,56,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich-Soziale Union in Bayern e.V.,CSU,monika.hohlmeier@europarl.europa.eu,mhohlmeier,Q78415,http://www.europarl.europa.eu/meps/en/96780/_home.html,,,,,,,
Peter,Jahr,male,24/04/1959,59,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,peter.jahr@europarl.europa.eu,peter_jahr,Q88213,http://www.europarl.europa.eu/meps/en/96772/_home.html,,,,,,,
Petra,Kammerevert,male,01/06/1966,52,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,petra.kammerevert@europarl.europa.eu,spdeuropa,Q92274,http://www.europarl.europa.eu/meps/en/96837/_home.html,,,,,,,
Sylvia-Yvonne,Kaufmann,male,23/01/1955,64,Germany,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,sylvia-yvonne.kaufmann@europarl.europa.eu,kaufmannsylvia,Q74165,http://www.europarl.europa.eu/meps/en/1849/_home.html,,,,,,,
Ska,Keller,female,22/11/1981,37,Germany,-,Greens-EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Bündnis 90/Die Grünen,B'90/Grüne,franziska.keller@europarl.europa.eu,skakeller,Q71528,http://www.europarl.europa.eu/meps/en/96734/_home.html,,,,,,,
Wolf,Klinz,male,13/09/1941,77,Germany,-,ALDE,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,AGAINST,FOR,AGAINST,Freie Demokratische Partei,FDP,wolf.klinz@ep.europa.eu,,Q85356,http://www.europarl.europa.eu/meps/en/28244/_home.html,,,,,,,
Dieter-Lebrecht,Koch,male,07/01/1953,66,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,dieter-lebrecht.koch@europarl.europa.eu,,Q78207,http://www.europarl.europa.eu/meps/en/1852/_home.html,,,,,,,
Arndt,Kohn,male,03/09/1980,38,Germany,-,S&D,AGAINST,FOR,YES,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,arndt.kohn@europarl.europa.eu,,Q28869827,http://www.europarl.europa.eu/meps/en/186884/_home.html,,,,,,,
Bernd,Kölmel,male,08/12/1958,60,Germany,-,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Liberal-Conservative Refomists,LKR,bernd.koelmel@europarl.europa.eu,,Q16999699,http://www.europarl.europa.eu/meps/en/124824/_home.html,,,,,,,
Dietmar,Köster,male,06/01/1957,62,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,dietmar.koester@europarl.europa.eu,,Q16999729,http://www.europarl.europa.eu/meps/en/124822/_home.html,,,,,,,
Constanze,Krehl,female,14/10/1956,62,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,constanze.krehl@europarl.europa.eu,constanzekrehl,Q71660,http://www.europarl.europa.eu/meps/en/1854/_home.html,,,,,,,
Werner,Kuhn,male,19/05/1955,63,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,werner.kuhn@europarl.europa.eu,wernerkuhnmdep,Q119366,http://www.europarl.europa.eu/meps/en/96767/_home.html,,,,,,,
Bernd,Lange,female,14/11/1955,63,Germany,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,bernd.lange@europarl.europa.eu,berndlange,Q65437,http://www.europarl.europa.eu/meps/en/1909/_home.html,,,,,,,
Werner,Langen,male,27/11/1949,69,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,werner.langen@europarl.europa.eu,langen_werner,Q85545,http://www.europarl.europa.eu/meps/en/1928/_home.html,,,,,,,
Jo,Leinen,male,06/04/1948,70,Germany,-,S&D,ABSTAINED,FOR - CORRECTED,-,AGAINST,FOR,NOT PRESENT,FOR,NOT PRESENT,Sozialdemokratische Partei Deutschlands,SPD,jo.leinen@europarl.europa.eu,jo_leinen,Q63810,http://www.europarl.europa.eu/meps/en/4262/_home.html,,,,,,,
Peter,Liese,female,20/05/1965,53,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,peter.liese@europarl.europa.eu,peterliese,Q85566,http://www.europarl.europa.eu/meps/en/1927/_home.html,,,,,,,
Arne,Lietz,female,23/07/1976,42,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,arne.lietz@europarl.europa.eu,arnelietz,Q16943361,http://www.europarl.europa.eu/meps/en/124839/_home.html,,,,,,,
Norbert,Lins,female,22/12/1977,41,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,norbert.lins@europarl.europa.eu,,Q16999649,http://www.europarl.europa.eu/meps/en/124808/_home.html,,,,,,,
Barbara,Lochbihler,female,20/05/1959,59,Germany,-,Greens-EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Bündnis 90/Die Grünen,B'90/Grüne,barbara.lochbihler@europarl.europa.eu,blochbihler,Q74133,http://www.europarl.europa.eu/meps/en/96728/_home.html,,,,,,,
Sabine,Lösing,male,30/11/1955,63,Germany,-,GUE-NGL,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,DIE LINKE.,DIE LINKE.,sabine.loesing@europarl.europa.eu,,Q90767,http://www.europarl.europa.eu/meps/en/96854/_home.html,,,,,,,
Bernd,Lucke,female,19/08/1962,56,Germany,-,ECR,AGAINST,FOR,YES,FOR,AGAINST,ABSTAINED,AGAINST,AGAINST,Liberal-Conservative Refomists,LKR,bernd.lucke@europarl.europa.eu,,Q823840,http://www.europarl.europa.eu/meps/en/124820/_home.html,,,,,,,
Thomas,Mann,female,28/01/1946,73,Germany,-,EPP,AGAINST - CORRECTED,FOR,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,thomas.mann@europarl.europa.eu,thomasmannep,Q74151,http://www.europarl.europa.eu/meps/en/1922/_home.html,,,,,,,
David,McAllister,female,12/01/1971,48,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,david.mcallister@europarl.europa.eu,davidmcallister,Q62093,http://www.europarl.europa.eu/meps/en/124806/_home.html,,,,,,,
Gesine,Meissner,male,22/02/1952,67,Germany,-,ALDE,AGAINST,FOR,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Freie Demokratische Partei,FDP,gesine.meissner@europarl.europa.eu,gesine_meissner,Q90784,http://www.europarl.europa.eu/meps/en/96870/_home.html,,,,,,,
Susanne,Melior,male,01/09/1958,60,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,susanne.melior@europarl.europa.eu,,Q2369382,http://www.europarl.europa.eu/meps/en/124838/_home.html,,,,,,,
Jörg,Meuthen,male,29/06/1961,57,Germany,-,EFDD,AGAINST,FOR,YES,FOR,ABSTAINED,AGAINST,AGAINST,AGAINST,Alternative für Deutschland,AfD,joerg.meuthen@ep.europa.eu,joerg_meuthen,Q15907132,http://www.europarl.europa.eu/meps/en/190518/_home.html,,,,,,,
Martina,Michels,male,01/12/1955,63,Germany,-,GUE-NGL,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,DIE LINKE.,DIE LINKE.,martina.michels@europarl.europa.eu,martina_michels,Q1324719,http://www.europarl.europa.eu/meps/en/120478/_home.html,,,,,,,
Ulrike,Müller,male,07/12/1962,56,Germany,-,ALDE,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,FOR,AGAINST,Freie Wähler,FW,ulrike.mueller@europarl.europa.eu,ulimuellermdep,Q2477402,http://www.europarl.europa.eu/meps/en/124862/_home.html,,,,,,,
Norbert,Neuser,female,22/03/1949,70,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,norbert.neuser@europarl.europa.eu,,Q104492,http://www.europarl.europa.eu/meps/en/96844/_home.html,,,,,,,
