First Name,Last Name,Gender,Age,Country,Political_Group,_26_March_2019_Final_Vote,National_Political_Group
Zdzisław,Krasnodębski,male,65.0,Poland,ECR,AGAINST,Independent
Urszula,Krupa,male,69.0,Poland,ECR,AGAINST,Independent
Barbara,Kudrycka,male,63.0,Poland,EPP,FOR,Platforma Obywatelska
Janusz,Lewandowski,male,67.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Elżbieta Katarzyna,Łukacijewska,male,52.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Krystyna,Łybacka,male,73.0,Poland,S&D,NOT PRESENT,Sojusz Lewicy Demokratycznej
Michał,Marusik,male,67.0,Poland,ENF,AGAINST,Kongres Nowej Prawicy
Stanisław,Ożóg,male,65.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Mirosław,Piotrowski,male,53.0,Poland,ECR,AGAINST,Independent
Julia,Pitera,male,65.0,Poland,EPP,FOR,Platforma Obywatelska
Marek,Plura,male,48.0,Poland,EPP,AGAINST - CORRECTED,Platforma Obywatelska
Tomasz Piotr,Poręba,male,45.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Jacek,Saryusz-Wolski,male,70.0,Poland,Non-attached,AGAINST,Platforma Obywatelska
Dobromir,Sośnierz,male,42.0,Poland,Non-attached,AGAINST,Wolność
Adam,Szejnfeld,male,60.0,Poland,EPP,AGAINST,Platforma Obywatelska
Kazimierz Michał,Ujazdowski,male,54.0,Poland,Non-attached,ABSTAINED - CORRECTED,Independent
Róża Gräfin,von Thun Und Hohenstein,male,64.0,Poland,EPP,AGAINST,Platforma Obywatelska
Bogdan Andrzej,Zdrojewski,male,61.0,Poland,EPP,FOR,Platforma Obywatelska
Janusz,Zemke,male,70.0,Poland,S&D,ABSTAINED,Sojusz Lewicy Demokratycznej - Unia Pracy
Kosma,Złotowski,male,55.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Stanisław,Żółtek,male,62.0,Poland,ENF,AGAINST,Kongres Nowej Prawicy
Tadeusz,Zwiefka,male,64.0,Poland,EPP,FOR,Platforma Obywatelska
Carlos,Coelho,male,58.0,Portugal,EPP,FOR,Partido Social Democrata
Manuel,dos Santos,male,75.0,Portugal,S&D,FOR,Partido Socialista
José Inácio,Faria,male,57.0,Portugal,EPP,FOR,Partido da Terra
José Manuel,Fernandes,male,51.0,Portugal,EPP,FOR,Partido Social Democrata
João,Ferreira,male,40.0,Portugal,GUE-NGL,AGAINST,Partido Comunista Português
Ana,Gomes,male,65.0,Portugal,S&D,AGAINST,Partido Socialista
António,Marinho e Pinto,male,68.0,Portugal,ALDE,FOR,Partido Democrático Republicano
Marisa,Matias,male,43.0,Portugal,GUE-NGL,AGAINST,Bloco de Esquerda
Nuno,Melo,male,53.0,Portugal,EPP,FOR,Partido Popular
João,Pimenta Lopes,male,38.0,Portugal,GUE-NGL,AGAINST,Partido Comunista Português
Sofia,Ribeiro,male,42.0,Portugal,EPP,FOR,Partido Social Democrata
Liliana,Rodrigues,male,45.0,Portugal,S&D,FOR,Partido Socialista
Maria João,Rodrigues,male,63.0,Portugal,S&D,NOT PRESENT,Partido Socialista
Fernando,Ruas,male,70.0,Portugal,EPP,FOR,Partido Social Democrata
Ricardo,Serrão Santos,male,64.0,Portugal,S&D,FOR,Partido Socialista
Pedro,Silva Pereira,male,56.0,Portugal,S&D,FOR,Partido Socialista
Miguel,Viegas,male,49.0,Portugal,GUE-NGL,AGAINST,Partido Comunista Português
Carlos,Zorrinho,male,59.0,Portugal,S&D,FOR,Partido Socialista
Victor,Boştinaru,male,66.0,Romania,S&D,FOR,Partidul Social Democrat
Daniel,Buda,male,49.0,Romania,EPP,ABSTAINED,Partidul Național Liberal
Cristian-Silviu,Buşoi,male,41.0,Romania,EPP,ABSTAINED,Partidul Naţional Liberal
Mircea,Diaconu,male,69.0,Romania,ALDE,FOR,Independent
Doru-Claudian,Frunzulică,male,59.0,Romania,S&D,NOT PRESENT,Partidul Social Democrat
Cătălin Sorin,Ivan,male,40.0,Romania,S&D,NOT PRESENT,Partidul Social Democrat
Monica,Macovei,male,60.0,Romania,ECR,AGAINST,Independent
Siegfried,Mureşan,male,37.0,Romania,EPP,ABSTAINED,Partidul Naţional Liberal
Dan,Nica,male,58.0,Romania,S&D,NOT PRESENT,Partidul Social Democrat
Norica,Nicolai,male,61.0,Romania,ALDE,NOT PRESENT,ALDE Romania
Ioan Mircea,Paşcu,male,70.0,Romania,S&D,NOT PRESENT,Partidul Social Democrat
Emilian,Pavel,male,35.0,Romania,S&D,NOT PRESENT,Partidul Social Democrat
Răzvan,Popa,male,41.0,Romania,S&D,AGAINST - CORRECTED,Partidul Social Democrat
Cristian Dan,Preda,male,52.0,Romania,EPP,FOR,Independent
Laurenţiu,Rebega,male,43.0,Romania,ECR,NOT PRESENT,Independent
Daciana Octavia,Sârbu,male,42.0,Romania,S&D,FOR,Partidul Social Democrat
Csaba,Sógor,male,54.0,Romania,EPP,FOR,Uniunea Democrată Maghiară din România
Theodor Dumitru,Stolojan,male,75.0,Romania,EPP,ABSTAINED,Partidul Naţional Liberal
Claudiu Ciprian,Tănăsescu,male,53.0,Romania,S&D,AGAINST,Partidul Social Democrat
Mihai,Ţurcanu,male,43.0,Romania,EPP,ABSTAINED,Partidul Naţional Liberal
Renate,Weber,male,63.0,Romania,ALDE,AGAINST,Independent
Iuliu,Winkler,male,55.0,Romania,EPP,NOT PRESENT,Uniunea Democrată Maghiară din România
Maria Gabriela,Zoană,male,39.0,Romania,S&D,NOT PRESENT,Partidul Social Democrat
Monika,Beňová,male,50.0,Slovakia,S&D,AGAINST,SMER-Sociálna demokracia
Eduard,Kukan,male,79.0,Slovakia,EPP,FOR,Independent
Vladimír,Maňka,male,59.0,Slovakia,S&D,FOR,SMER-Sociálna demokracia
Miroslav,Mikolášik,male,66.0,Slovakia,EPP,FOR,Kresťanskodemokratické hnutie
József,Nagy,male,51.0,Slovakia,EPP,FOR,MOST-Híd
Branislav,Škripek,male,48.0,Slovakia,ECR,AGAINST,OBYČAJNÍ ĽUDIA
Ivan,Štefanec,male,57.0,Slovakia,EPP,FOR,Kresťanskodemokratické hnutie
Richard,Sulík,male,51.0,Slovakia,ECR,AGAINST,Sloboda a Solidarita
Anna,Záborská,male,70.0,Slovakia,EPP,ABSTAINED,Kresťanskodemokratické hnutie
Jana,Žitňanská,male,44.0,Slovakia,ECR,AGAINST,NOVA
Franc,Bogovič,male,56.0,Slovenia,EPP,FOR,Slovenska ljudska stranka
Igor,Šoltes,male,54.0,Slovenia,Greens-EFA,AGAINST,Lista dr. Igorja Šoltesa
Ivo,Vajgl,male,76.0,Slovenia,ALDE,FOR,DeSUS - Demokratična Stranka Upokojencev Slovenije
Milan,Zver,male,56.0,Slovenia,EPP,AGAINST,Slovenska demokratska stranka
Clara Eugenia,Aguilera García,male,55.0,Spain,S&D,FOR,Partido Socialista Obrero Español
Marina,Albiol Guzmán,male,36.0,Spain,GUE-NGL,AGAINST,Izquierda Unida
Inés,Ayala Sender,male,61.0,Spain,S&D,FOR,Partido Socialista Obrero Español
Pilar,Ayuso,male,76.0,Spain,EPP,FOR,Partido Popular
Xabier,Benito Ziluaga,male,30.0,Spain,GUE-NGL,AGAINST,PODEMOS
Izaskun,Bilbao Barandica,male,57.0,Spain,ALDE,FOR,Partido Nacionalista Vasco
Soledad,Cabezón Ruiz,male,45.0,Spain,S&D,FOR,Partido Socialista Obrero Español
Javier,Couso Permuy,male,50.0,Spain,GUE-NGL,AGAINST,Izquierda Unida
Pilar,del Castillo Vera,male,66.0,Spain,EPP,FOR,Partido Popular
Agustín,Díaz De Mera García Consuegra,male,71.0,Spain,EPP,FOR,Partido Popular
Santiago,Fisas Ayxelà,male,70.0,Spain,EPP,FOR,Partido Popular
Francesc,Gambús,male,44.0,Spain,EPP,FOR,0
Enrique,Guerrero Salom,male,70.0,Spain,S&D,FOR,Partido Socialista Obrero Español
Esther,Herranz García,male,49.0,Spain,EPP,FOR,Partido Popular
Ramón,Jáuregui Atondo,male,70.0,Spain,S&D,FOR,Partido Socialista Obrero Español
Teresa,Jiménez-Becerril Barrio,male,57.0,Spain,EPP,FOR,Partido Popular
Verónica,Lope Fontagné,male,67.0,Spain,EPP,NOT PRESENT,Partido Popular
Juan Fernando,López Aguilar,male,57.0,Spain,S&D,FOR,Partido Socialista Obrero Español
Antonio,López-Istúriz White,male,48.0,Spain,EPP,FOR,Partido Popular
Florent,Marcellesi,male,40.0,Spain,Greens-EFA,AGAINST,EQUO
Gabriel,Mato,male,57.0,Spain,EPP,FOR,Partido Popular
Carolina,Punset,male,48.0,Spain,ALDE,FOR,Ciudadanos-Partido de la Ciudadanía
Inmaculada,Rodríguez-Piñero Fernández,male,61.0,Spain,S&D,FOR,Partido Socialista Obrero Español
José Ignacio,Salafranca Sánchez-Neyra,male,63.0,Spain,EPP,FOR,Partido Popular
Maria Lidia,Senra Rodríguez,male,60.0,Spain,GUE-NGL,AGAINST,Alternativa galega de esquerda en Europa
Jordi,Solé,male,42.0,Spain,Greens-EFA,AGAINST,Esquerra Republicana de Catalunya
Ramon,Tremosa I Balcells,male,53.0,Spain,ALDE,AGAINST - CORRECTED,Partit Demòcrata Europeu i Català
Miguel,Urbán Crespo,male,39.0,Spain,GUE-NGL,AGAINST,PODEMOS
Ramón Luis,Valcárcel Siso,male,64.0,Spain,EPP,FOR,Partido Popular
Elena,Valenciano,male,58.0,Spain,S&D,NOT PRESENT,Partido Socialista Obrero Español
Ángela,Vallina,male,59.0,Spain,GUE-NGL,NOT PRESENT,Izquierda Unida
Max,Andersson,male,45.0,Sweden,Greens-EFA,AGAINST,Miljöpartiet de gröna
Anna Maria,Corazza Bildt,male,56.0,Sweden,EPP,NOT PRESENT,Moderaterna
Christofer,Fjellner,male,42.0,Sweden,EPP,AGAINST,Moderaterna
Anna,Hedh,male,52.0,Sweden,S&D,AGAINST,Arbetarepartiet- Socialdemokraterna
Gunnar,Hökmark,male,66.0,Sweden,EPP,AGAINST,Moderaterna
Peter,Lundgren,male,56.0,Sweden,ECR,AGAINST,Sverigedemokraterna
Soraya,Post,male,62.0,Sweden,S&D,NOT PRESENT,Feministiskt initiativ
Jasenko,Selimovic,male,51.0,Sweden,ALDE,AGAINST,Liberalerna
Anders,Sellström,male,55.0,Sweden,EPP,AGAINST,Kristdemokraterna
Cecilia,Wikström,male,53.0,Sweden,ALDE,AGAINST,Liberalerna
John Stuart,Agnew,male,69.0,United Kingdom,ENF,AGAINST,United Kingdom Independence Party
Lucy,Anderson,male,53.0,United Kingdom,S&D,FOR,Labour Party
Martina,Anderson,male,56.0,United Kingdom,GUE-NGL,AGAINST,Sinn Fein
Jonathan,Arnott,male,38.0,United Kingdom,EFDD,AGAINST,United Kingdom Independence Party
Amjad,Bashir,male,66.0,United Kingdom,ECR,FOR,Conservative Party
Gerard,Batten,male,64.0,United Kingdom,ENF,AGAINST,United Kingdom Independence Party
Catherine,Bearder,male,70.0,United Kingdom,ALDE,AGAINST,Liberal Democrats
Paul,Brannen,male,56.0,United Kingdom,S&D,FOR,Labour Party
Jonathan,Bullock,male,56.0,United Kingdom,EFDD,AGAINST,United Kingdom Independence Party
Richard,Corbett,male,64.0,United Kingdom,S&D,NOT PRESENT,Labour Party
Daniel,Dalton,male,45.0,United Kingdom,ECR,AGAINST,Conservative Party
Seb,Dance,male,37.0,United Kingdom,S&D,FOR,Labour Party
Bill,Etheridge,male,49.0,United Kingdom,EFDD,AGAINST,United Kingdom Independence Party
Jill,Evans,male,59.0,United Kingdom,Greens-EFA,AGAINST,Plaid Cymru - Party of Wales
Raymond,Finch,male,55.0,United Kingdom,EFDD,NOT PRESENT,United Kingdom Independence Party
John,Flack,male,62.0,United Kingdom,ECR,AGAINST,Conservative Party
Neena,Gill,male,62.0,United Kingdom,S&D,FOR,Labour Party
Nathan,Gill,male,45.0,United Kingdom,EFDD,AGAINST,United Kingdom Independence Party
Julie,Girling,male,62.0,United Kingdom,EPP,FOR,Conservative Party
Theresa,Griffin,male,56.0,United Kingdom,S&D,FOR,Labour Party
Daniel,Hannan,male,47.0,United Kingdom,ECR,AGAINST,Conservative Party
Mike,Hookem,male,65.0,United Kingdom,Non-attached,AGAINST,United Kingdom Independence Party
John,Howarth,male,60.0,United Kingdom,S&D,FOR,Labour Party
Ian,Hudghton,male,67.0,United Kingdom,Greens-EFA,AGAINST,Scottish National Party
Diane,James,male,59.0,United Kingdom,Non-attached,NOT PRESENT,Independent
Sajjad,Karim,male,48.0,United Kingdom,ECR,FOR,Conservative Party
Jude,Kirton-Darling,male,41.0,United Kingdom,S&D,FOR,Labour Party
Jean,Lambert,male,68.0,United Kingdom,Greens-EFA,AGAINST,Green Party
David,Martin,male,64.0,United Kingdom,S&D,FOR,Labour Party
Alex,Mayer,male,37.0,United Kingdom,S&D,AGAINST,Labour Party
Emma,Mcclarkin,male,40.0,United Kingdom,ECR,FOR,Conservative Party
Clare,Moody,male,53.0,United Kingdom,S&D,FOR,Labour Party
James,Nicholson,male,74.0,United Kingdom,ECR,FOR,Ulster Unionist Party
Paul,Nuttall,male,42.0,United Kingdom,EFDD,NOT PRESENT,United Kingdom Independence Party
Patrick,O'Flynn,male,53.0,United Kingdom,EFDD,AGAINST,United Kingdom Independence Party
Margot,Parker,male,75.0,United Kingdom,EFDD,NOT PRESENT,United Kingdom Independence Party
John,Procter,male,52.0,United Kingdom,ECR,NOT PRESENT,Conservative Party
Julia,Reid,male,66.0,United Kingdom,EFDD,AGAINST,United Kingdom Independence Party
Siôn,Simon,male,50.0,United Kingdom,S&D,FOR,Labour Party
Alyn,Smith,male,45.0,United Kingdom,Greens-EFA,AGAINST,Scottish National Party
Steven,Woolfe,male,51.0,United Kingdom,Non-attached,AGAINST,Independent
,,male,,,,,
,,male,,,,,
,,male,,,,,
,,male,,,,,
,,male,,,,,
,,male,,,,,
,,male,,,,,
,,male,,,,,
,,male,,,,,
,,male,,,,,
,,male,,,,,
,,male,,,,,
